Isolate name	Standardized name	Isolation	Ecological origins	wine_eco	Geographical origins	HO deletion	SSD1_allele	Ploidy	Aneuploidies	Aneuploidy_type	Zygosity	Mean coverage	Clades	Collection / Provider	Reference	heterozygosity	basename	ssd1geno	ssd1het	chr1only
CLQCA_02-003	AKP	Heart of palm processing equipment	Industrial	Industrial	"Santo Domingo, Ecuador"	no	A	2	euploid	Euploid	homozygous	208	1. Wine/European	National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga)	Peter	0.000178914	CLQCA_02_003	AA	hom	FALSE
CLQCA_04-021	AKQ	Beetle	Insect	Insect	"Los Rios, Ecuador"	no	A	2	euploid	Euploid	homozygous	224	M. Mosaic	National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga)	Peter	0.000321401	CLQCA_04_021	AA	hom	FALSE
CLQCA_05-006	AKR	Rotten fruit	Fruit	Fruit	"Guayas, Ecuador"	no	B	2	euploid	Euploid	heterozygous	299	26. Asian fermentation	National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga)	Peter	0.000722338	CLQCA_05_006	BB	het	FALSE
CLQCA_09-001	AKS	Flower (Opuntia sp.)	Flower	Flower	"Imbabura, Ecuador"	no	B	2	euploid	Euploid	homozygous	207	M. Mosaic	National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga)	Peter	0.000356252	CLQCA_09_001	BB	hom	FALSE
CLQCA_10-003	AKT	Stingless bee	Insect	Insect	"Pichincha, Ecuador"	no	B	2	euploid	Euploid	heterozygous	186	8. Mixed origin	National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga)	Peter	0.003664426	CLQCA_10_003	AB	het	FALSE
CLQCA_10-027	AKV	Grass	Nature	Nature	"Pichincha, Ecuador"	no	A	2	euploid	Euploid	homozygous	246	1. Wine/European	National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga)	Peter	0.000192653	CLQCA_10_027	AA	hom	FALSE
CLQCA_10-386	BDL	Beer	Beer	Beer	Equador	no	B	2	euploid	Euploid	heterozygous	240	8. Mixed origin	National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga)	Peter	0.003602741	CLQCA_10_386	BB	hom	FALSE
CLQCA_10-619	ALA	Beetle	Insect	Insect	"Pichincha, Ecuador"	no	B	2	euploid	Euploid	heterozygous	241	26. Asian fermentation	National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga)	Peter	0.000720855	CLQCA_10_619	BB	hom	FALSE
CLQCA_10-620	ALB	Orthopteran insect	Insect	Insect	"Pichincha, Ecuador"	no	B	2	euploid	Euploid	heterozygous	219	26. Asian fermentation	National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga)	Peter	0.000723652	CLQCA_10_620	BB	hom	FALSE
CLQCA_11-024	ALC	Unidentified aquatic plant	Nature	Nature	"Cotopaxi, Ecuador"	no	B	2	euploid	Euploid	heterozygous	261	26. Asian fermentation	National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga)	Peter	0.000686992	CLQCA_11_024	BB	hom	FALSE
CLQCA_13-023	ALD	Wax on rock surface	Nature	Nature	"Bolivar, Ecuador"	no	A	2	euploid	Euploid	heterozygous	221	5. French dairy	National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga)	Peter	0.001880763	CLQCA_13_023	AA	het	FALSE
CLQCA_17-060	ALE	Hemipteran insect	Insect	Insect	"Loja, Ecuador"	no	A	2	euploid	Euploid	homozygous	248	1. Wine/European	National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga)	Peter	0.000194078	CLQCA_17_060	AA	hom	FALSE
CLQCA_17-111	CRE	Termite mound	Insect	Insect	Ecuador	no	B	3	euploid	Euploid	heterozygous	221	M. Mosaic	National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga)	Peter	0.004789614	CLQCA_17_111	BB	het	FALSE
CLQCA_18-003	ALG	Cocoa fruit	Fruit	Fruit	"Sucumbios, Ecuador"	no	A	2	euploid	Euploid	homozygous	226	M. Mosaic	National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga)	Peter	0.000246083	CLQCA_18_003	AA	hom	FALSE
CLQCA_19-011	ALH	Horse dung	Nature	Nature	"Napo, Ecuador "	no	B	2	euploid	Euploid	heterozygous	198	26. Asian fermentation	National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga)	Peter	0.000715207	CLQCA_19_011	BB	hom	FALSE
CLQCA_20-060	ALI	Water in leaf with organic matter	Water	Water	"Yasuni National Park, Orellana, Ecuador"	no	A	2	euploid	Euploid	heterozygous	210	NA	National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga)	Peter	0.001870361	CLQCA_20_060	AA	hom	FALSE
CLQCA_20-156	CCC	Flower (Gesneriaceae sp.)	Flower	Flower	"Yasuni, Orellana"	no	B	2	euploid	Euploid	homozygous	260	21. Ecuadorean	National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga)	Peter	0.000376716	CLQCA_20_156	BB	hom	FALSE
CLQCA_20-184	CCD	Flower from Heliconia sp.	Flower	Flower	"Yasuni, Orellana"	no	B	2	euploid	Euploid	homozygous	401	21. Ecuadorean	National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga)	Peter	0.000368763	CLQCA_20_184	BB	hom	FALSE
CLQCA_20-221	CCE	Flower from Heliconia sp.	Flower	Flower	"Yasuni, Orellana"	no	B	2	euploid	Euploid	homozygous	328	21. Ecuadorean	National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga)	Peter	0.000375569	CLQCA_20_221	BB	hom	FALSE
CLQCA_20-246	CCF	Termite mound	Insect	Insect	"Yasuni, Orellana"	no	B	2	euploid	Euploid	homozygous	379	21. Ecuadorean	National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga)	Peter	0.000373142	CLQCA_20_246	BB	hom	FALSE
CLQCA_20-248	CCI	Termite mound	Insect	Insect	"Yasuni, Orellana"	no	B	2	euploid	Euploid	homozygous	209	21. Ecuadorean	National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga)	Peter	0.000383735	CLQCA_20_248	BB	hom	FALSE
CLQCA_20-259	CCG	Decaying fruit	Fruit	Fruit	"Yasuni, Orellana"	no	B	2	euploid	Euploid	homozygous	304	21. Ecuadorean	National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga)	Peter	0.000370298	CLQCA_20_259	BB	hom	FALSE
CLQCA_20-314	CCH	Termite mound	Insect	Insect	"Yasuni, Orellana"	no	B	2	aneu;+1*16;	Gain	homozygous	191	21. Ecuadorean	National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga)	Peter	0.000356229	CLQCA_20_314	BB	hom	FALSE
CLQCA_24SC-235	ALK	Tree exudate (Bursera graveolens)	Tree	Tree	"Galapagos, Ecuador"	no	B	2	aneu;+1*5;	Gain	heterozygous	176	26. Asian fermentation	National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga)	Peter	0.000615141	CLQCA_24SC_235	BB	hom	FALSE
D-1	CAH	Wine conserved in amphora	Wine	Wine	Georgia	no	A	2	aneu;+1*4;	Gain	heterozygous	210	1. Wine/European	University of Basilicata (Angela Capece and Patrizia Romano)	7	0.000840037	D_1	AA	hom	FALSE
D-18	CBC	Wine conserved in amphora	Wine	Wine	Georgia	no	A	2	euploid	Euploid	homozygous	165	1. Wine/European	University of Basilicata (Angela Capece and Patrizia Romano)	7	0.000151066	D_18	AA	hom	FALSE
D-21	CBE	Wine conserved in amphora	Wine	Wine	Georgia	no	A	2	euploid	Euploid	heterozygous	191	1. Wine/European	University of Basilicata (Angela Capece and Patrizia Romano)	7	0.000548489	D_21	AA	het	FALSE
D-4	CAI	Wine conserved in amphora	Wine	Wine	Georgia	no	A	2	euploid	Euploid	heterozygous	54	1. Wine/European	University of Basilicata (Angela Capece and Patrizia Romano)	7	0.001354894	D_4	AA	het	FALSE
D3742	BSK	Spoiled ice tea	Unknown	Unknown	France	no	B	2	euploid	Euploid	heterozygous	250	M. Mosaic	National Collection of Yeast Cultures (NCYC)(Stephen A James and Ian Roberts)	Peter	0.002897767	D3742	BB	hom	FALSE
DBVPG1014	BHV	Grape must	Wine	Must	"Umbria, Italy"	no	A	2	euploid	Euploid	homozygous	221	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000199398	DBVPG1014	AA	hom	FALSE
DBVPG1029	BIA	Fermenting Grape must	Wine	Must	"Colli di Roma, Lazio, Italy"	no	A	2	euploid	Euploid	homozygous	194	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.00017493	DBVPG1029	AA	hom	FALSE
DBVPG1041	BIB	Grape must	Wine	Must	"Tuscany, Italy"	no	A	2	euploid	Euploid	homozygous	117	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000180732	DBVPG1041	AA	hom	FALSE
DBVPG1056	BIC	grape must	Wine	Must	"production zone of Chianti wine, Italy"	no	A	2	euploid	Euploid	homozygous	314	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000183655	DBVPG1056	AA	hom	FALSE
DBVPG1057	BNE	Grape must	Wine	Must	"Colli Romani, Lazio, Italy"	no	A	2	euploid	Euploid	homozygous	224	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000230081	DBVPG1057	AA	hom	FALSE
DBVPG1058	BID	Baker's yeast	Bakery	Bakery	"Pazzaglia, Italy"	no	A	2	euploid	Euploid	homozygous	256	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.00014874	DBVPG1058	AA	hom	FALSE
DBVPG1074	BIE	Grape must	Wine	Must	"San Severo, Puglia, Italy"	no	B	2	euploid	Euploid	heterozygous	217	M. Mosaic	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.005275902	DBVPG1074	AB	het	FALSE
DBVPG1076	BIF	Grape must	Wine	Must	"Locorotondo, Puglia, Italy"	no	A	2	euploid	Euploid	homozygous	240	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000188361	DBVPG1076	AA	hom	FALSE
DBVPG1078	BNF	Grape must	Wine	Must	"San Ferdinando, Italy"	no	A	2	euploid	Euploid	homozygous	199	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000177867	DBVPG1078	AA	hom	FALSE
DBVPG1080	BIG	Grape must	Wine	Must	"Barletta, Italy"	no	A	2	aneu;-1*1;	1only	homozygous	277	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000155932	DBVPG1080	AA	hom	TRUE
DBVPG1085	BNG	Grape must	Wine	Must	"Corato, Italy"	no	A	3	euploid	Euploid	heterozygous	244	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.00152342	DBVPG1085	AA	het	FALSE
DBVPG1105	BIH	Grapes	Wine	Fruit	"Adelaide, Australia"	no	A	2	euploid	Euploid	heterozygous	285	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000619192	DBVPG1105	AA	hom	FALSE
DBVPG1106	BII	Grapes	Wine	Fruit	Australia	no	A	2	euploid	Euploid	homozygous	257	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000189153	DBVPG1106	AA	hom	FALSE
DBVPG1107	BIK	Grapes	Wine	Fruit	"McLaren Valley, Australia"	no	A	2	euploid	Euploid	homozygous	172	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000176517	DBVPG1107	AA	hom	FALSE
DBVPG1108	BIL	Grapes	Wine	Fruit	Australia	no	A	2	euploid	Euploid	homozygous	174	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000187579	DBVPG1108	AA	hom	FALSE
DBVPG1122	BIM	Grape must	Wine	Must	"Lucera, Puglia, Italy"	no	A	2	euploid	Euploid	homozygous	253	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000148313	DBVPG1122	AA	hom	FALSE
DBVPG1123	BIN	Grape must	Wine	Must	"Manduria, Taranto, Italy"	no	A	2	euploid	Euploid	homozygous	213	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000146375	DBVPG1123	AA	hom	FALSE
DBVPG1125	BIP	Grape must	Wine	Must	"Torre dei Passeri, Italy"	no	A	2	aneu;+1*8;	Gain	homozygous	252	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000209784	DBVPG1125	AA	hom	FALSE
DBVPG1126	BIQ	Grape must	Wine	Must	"Aquila, Italy"	no	A	1	aneu;+1*3;	Gain	homozygous	267	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000214658	DBVPG1126	AA	hom	FALSE
DBVPG1127	BIR	Grape must	Wine	Must	"Popoli, Italy"	no	A	2	euploid	Euploid	heterozygous	290	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000964206	DBVPG1127	AA	het	FALSE
DBVPG1129	BIS	Grape must	Wine	Must	"Senigallia, Italy"	no	A	2	euploid	Euploid	homozygous	227	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000155381	DBVPG1129	AA	hom	FALSE
DBVPG1145	BIT	Grape must	Wine	Must	"Corvo, Sicily, Italy"	no	A	2	euploid	Euploid	homozygous	275	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000210126	DBVPG1145	AA	hom	FALSE
DBVPG1163	BKA	Cherries	Fruit	Fruit	"Aurum, Sicily, Italy"	no	A	2	euploid	Euploid	homozygous	228	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.00014624	DBVPG1163	AA	hom	FALSE
DBVPG1339	BKC	Grape must	Wine	Must	Netherlands	no	A	2	euploid	Euploid	heterozygous	274	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000631203	DBVPG1339	AA	hom	FALSE
DBVPG1339_1b	ACR	Grapes	Wine	Fruit	Netherlands	yes	A	1	euploid	Euploid	homozygous	273	1. Wine/European	Kruglyak Laboratory	1	0.000183544	DBVPG1339_1b	AA	hom	FALSE
DBVPG1374	BKD	Soil	Soil	Soil	Netherlands	no	A	2	euploid	Euploid	heterozygous	318	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000784756	DBVPG1374	AA	hom	FALSE
DBVPG1380	BKE	Grape must	Wine	Must	"Rufina, Italy"	no	A	2	euploid	Euploid	homozygous	204	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000186254	DBVPG1380	AA	hom	FALSE
DBVPG1473	BKF	Wine	Wine	Wine	"Piemonte, Italy"	no	A	2	euploid	Euploid	heterozygous	228	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000778809	DBVPG1473	AA	hom	FALSE
DBVPG1490	BKG	Grape must	Wine	Must	"Etna, Sicily, Italy"	no	A	2	euploid	Euploid	heterozygous	281	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000430656	DBVPG1490	AA	hom	FALSE
DBVPG1523	BKH	Grape must	Wine	Must	"Trentino, Italy"	no	A	2	euploid	Euploid	homozygous	248	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000152321	DBVPG1523	AA	hom	FALSE
DBVPG1554	BKI	Wine	Wine	Wine	Dalmatia	no	A	2	euploid	Euploid	homozygous	242	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000151527	DBVPG1554	AA	hom	FALSE
DBVPG1555	BKK	Unknown	Unknown	Unknown	"Radgona, Slovenia"	no	A	2	euploid	Euploid	homozygous	229	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000244075	DBVPG1555	AA	hom	FALSE
DBVPG1564	BKL	Grape must	Wine	Must	"Dolianova, Sardinia, Italy"	no	A	2	euploid	Euploid	homozygous	245	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000190593	DBVPG1564	AA	hom	FALSE
DBVPG1577	BKM	Grape must	Wine	Must	"Elmas, Sardinia, Italy"	no	A	2	euploid	Euploid	heterozygous	241	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000628033	DBVPG1577	AA	het	FALSE
DBVPG1580	BKN	Grape must	Wine	Must	"Sardinia, Italy"	no	A	2	euploid	Euploid	homozygous	222	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000171644	DBVPG1580	AA	hom	FALSE
DBVPG1581	BKP	Grape must	Wine	Must	"Marassinai, Sardinia, Italy"	no	A	2	aneu;+1*8;	Gain	heterozygous	175	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000617667	DBVPG1581	AA	hom	FALSE
DBVPG1584	BKQ	Unknown	Unknown	Unknown	"Porec, Istria"	no	A	2	euploid	Euploid	heterozygous	237	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000340181	DBVPG1584	AA	hom	FALSE
DBVPG1594	BKR	Grape must	Wine	Must	"Los Cerros, La Mancha, Spain "	no	A	2	euploid	Euploid	homozygous	261	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000156503	DBVPG1594	AA	hom	FALSE
DBVPG1595	BKS	Grape must	Wine	Must	"La Mancha, Spain"	no	A	2	euploid	Euploid	heterozygous	239	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000520337	DBVPG1595	AA	het	FALSE
DBVPG1596	BKT	Grape must	Wine	Must	"Santa Cruz de los Canamos, La Mancha, Spain"	no	A	2	euploid	Euploid	homozygous	228	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000185263	DBVPG1596	AA	hom	FALSE
DBVPG1599	BLA	Grape must	Wine	Must	"Cerro del Moro, La Mancha, Spain"	no	A	2	euploid	Euploid	homozygous	266	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000177347	DBVPG1599	AA	hom	FALSE
DBVPG1601	BLB	Grape must	Wine	Must	"Casa del Rey, La Mancha, Spain"	no	A	2	euploid	Euploid	homozygous	239	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000150736	DBVPG1601	AA	hom	FALSE
DBVPG1606	BLC	Grape must	Wine	Must	"Villarta de San Juan, La Mancha, Spain"	no	A	2	euploid	Euploid	heterozygous	309	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000316384	DBVPG1606	AA	hom	FALSE
DBVPG1608	BLD	Grape must	Wine	Must	"La Mancha, Spain"	no	A	2	euploid	Euploid	homozygous	270	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000171496	DBVPG1608	AA	hom	FALSE
DBVPG1611	BLE	Grape must	Wine	Must	"Retamosa, La Mancha, Spain"	no	A	2	euploid	Euploid	homozygous	330	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000159593	DBVPG1611	AA	hom	FALSE
DBVPG1615	BLF	Grape must	Wine	Must	"La Mancha, Spain"	no	A	2	euploid	Euploid	heterozygous	235	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000555208	DBVPG1615	AA	hom	FALSE
DBVPG1616-1D	CDV	Soil	Soil	Soil	Spain	no	A	2	euploid	Euploid	homozygous	275	1. Wine/European	DBVPG collection / State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000148989	DBVPG1616_1D	AA	hom	FALSE
DBVPG1617-5A	CEA	Soil	Soil	Soil	Spain	yes	A	1	euploid	Euploid	homozygous	267	1. Wine/European	DBVPG collection / State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000155126	DBVPG1617_5A	AA	hom	FALSE
DBVPG1619-4B	CEB	Soil	Soil	Soil	Spain	yes	A	1	euploid	Euploid	homozygous	239	1. Wine/European	DBVPG collection / State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000166425	DBVPG1619_4B	AA	hom	FALSE
DBVPG1620-1A	CEC	Soil	Soil	Soil	Spain	no	A	2	euploid	Euploid	homozygous	270	1. Wine/European	DBVPG collection / State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000165188	DBVPG1620_1A	AA	hom	FALSE
DBVPG1621-5A	CED	Soil	Soil	Soil	Spain	no	A	2	euploid	Euploid	homozygous	270	1. Wine/European	DBVPG collection / State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000170187	DBVPG1621_5A	AA	hom	FALSE
DBVPG1622-8B	CEE	Soil	Soil	Soil	Spain	no	A	2	euploid	Euploid	homozygous	243	1. Wine/European	DBVPG collection / State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000162063	DBVPG1622_8B	AA	hom	FALSE
DBVPG1623-2A	CEF	Soil	Soil	Soil	Spain	no	A	2	euploid	Euploid	homozygous	250	1. Wine/European	DBVPG collection / State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000164096	DBVPG1623_2A	AA	hom	FALSE
DBVPG1625	BLG	Grape must	Wine	Must	"La Enconienda, La Mancha, Spain "	no	A	2	euploid	Euploid	heterozygous	300	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000938115	DBVPG1625	AA	het	FALSE
DBVPG1626	BLH	Grape must	Wine	Must	"La Mancha, Spain"	no	A	2	euploid	Euploid	homozygous	287	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000157745	DBVPG1626	AA	hom	FALSE
DBVPG1629	BLI	Grape must	Wine	Must	"La Mancha, Spain"	no	A	2	euploid	Euploid	heterozygous	372	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000970839	DBVPG1629	AA	het	FALSE
DBVPG1631	BLK	Grape must treated with sulfur dioxide	Wine	Must	"Valdepenas, La Mancha, Spain"	no	A	2	euploid	Euploid	homozygous	267	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000233945	DBVPG1631	AA	hom	FALSE
DBVPG1632	BLL	Grape must	Wine	Must	"Abertura, La Mancha, Spain"	no	A	2	euploid	Euploid	heterozygous	293	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000768405	DBVPG1632	AA	hom	FALSE
DBVPG1656	BLM	Grape must treated with sulfur dioxide	Wine	Must	"Los Campillos, La Mancha, Spain"	no	A	2	euploid	Euploid	homozygous	306	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000183896	DBVPG1656	AA	hom	FALSE
DBVPG1659	BLN	Grape must	Wine	Must	"Campo de Santiago, La Mancha, Spain"	no	A	2	euploid	Euploid	heterozygous	267	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000548644	DBVPG1659	AA	het	FALSE
